bin,jobnum,year,units,parktype,reqspaces,waivertype,waiverspaces
4596548,420028598,2016,2,required - high density,1,waiver - small num of spaces,0
4596547,420028605,2016,2,required - high density,1,waiver - small num of spaces,0
4596546,420028614,2014,2,required - high density,1,waiver - small num of spaces,0
4596545,420028623,2016,2,required - high density,1,waiver - small num of spaces,0
4596544,420028632,2014,2,required - high density,1,waiver - small num of spaces,0
4596543,420028641,2016,2,required - high density,1,waiver - small num of spaces,0
4596542,420028650,2016,2,required - high density,1,waiver - small num of spaces,0
4596541,420028669,2016,2,required - high density,1,waiver - small num of spaces,0
4596536,420028678,2014,2,required - high density,1,waiver - small num of spaces,0
4596535,420028687,2015,2,required - high density,1,waiver - small num of spaces,0
4538214,420029392,2012,66,required - high density,33,waiver - small num of spaces,28
4010111,420031511,2012,8,required - high density,4,waiver - small num of spaces,0
4595468,420032002,2013,2,required - high density,1,waiver - small num of spaces,0
4595469,420032011,2013,2,required - high density,1,waiver - small num of spaces,0
4595471,420032020,2013,2,required - high density,1,waiver - small num of spaces,0
4596314,420032039,2014,2,required - high density,1,waiver - small num of spaces,0
4596313,420032048,2014,2,required - high density,1,waiver - small num of spaces,0
4595472,420032057,2013,2,required - high density,1,waiver - small num of spaces,0
4540440,420032066,2011,2,required - high density,1,waiver - small num of spaces,0
4595465,420032075,2011,2,required - high density,1,waiver - small num of spaces,0
4595466,420032084,2011,2,required - high density,1,waiver - small num of spaces,0
4595467,420032093,2011,2,required - high density,1,waiver - small num of spaces,0
4594303,420032100,2011,2,required - high density,1,waiver - small num of spaces,0
4590417,420032119,2011,2,required - high density,1,waiver - small num of spaces,0
4590420,420032137,2012,2,required - high density,1,waiver - small num of spaces,0
4595473,420032146,2012,2,required - high density,1,waiver - small num of spaces,0
4540442,420032155,2011,2,required - high density,1,waiver - small num of spaces,0
4540444,420032164,2011,2,required - high density,1,waiver - small num of spaces,0
4540445,420032173,2011,2,required - high density,1,waiver - small num of spaces,0
4590425,420032182,2011,2,required - high density,1,waiver - small num of spaces,0
4590427,420032191,2011,2,required - high density,1,waiver - small num of spaces,0
4590428,420032208,2011,2,required - high density,1,waiver - small num of spaces,0
4590431,420032217,2012,2,required - high density,1,waiver - small num of spaces,0
4590433,420032226,2012,2,required - high density,1,waiver - small num of spaces,0
4595474,420032235,2012,2,required - high density,1,waiver - small num of spaces,0
4590435,420032244,2012,2,required - high density,1,waiver - small num of spaces,0
4595475,420032253,2012,2,required - high density,1,waiver - small num of spaces,0
4590437,420032262,2012,2,required - high density,1,waiver - small num of spaces,0
4590439,420032271,2012,2,required - high density,1,waiver - small num of spaces,0
4590440,420032280,2012,2,required - high density,1,waiver - small num of spaces,0
4594092,420032299,2011,2,required - high density,1,waiver - small num of spaces,0
4590442,420032306,2011,2,required - high density,1,waiver - small num of spaces,0
4590445,420032315,2011,2,required - high density,1,waiver - small num of spaces,0
4590448,420032324,2011,2,required - high density,1,waiver - small num of spaces,0
4590450,420032333,2011,2,required - high density,1,waiver - small num of spaces,0
4590455,420032342,2011,1,required - high density,1,waiver - small num of spaces,0
4596413,420032351,2014,2,required - high density,1,waiver - small num of spaces,0
4590461,420032360,2011,2,required - high density,1,waiver - small num of spaces,0
4540443,420032379,2011,2,required - high density,1,waiver - small num of spaces,0
4540446,420032388,2011,2,required - high density,1,waiver - small num of spaces,0
4590421,420032397,2011,2,required - high density,1,waiver - small num of spaces,0
4590424,420032404,2011,2,required - high density,1,waiver - small num of spaces,0
4590430,420032413,2011,2,required - high density,1,waiver - small num of spaces,0
4590453,420032422,2011,2,required - high density,1,waiver - small num of spaces,0
4590456,420032431,2011,2,required - high density,1,waiver - small num of spaces,0
4590459,420032440,2011,2,required - high density,1,waiver - small num of spaces,0
4590464,420032459,2011,2,required - high density,1,waiver - small num of spaces,0
4590469,420032468,2012,2,required - high density,1,waiver - small num of spaces,0
4590475,420032477,2011,2,required - high density,1,waiver - small num of spaces,0
4590490,420032486,2011,2,required - high density,1,waiver - small num of spaces,0
4590493,420032495,2011,2,required - high density,1,waiver - small num of spaces,0
4590495,420032501,2011,2,required - high density,1,waiver - small num of spaces,0
4590505,420032510,2012,2,required - high density,1,waiver - small num of spaces,0
4596388,420032529,2016,2,required - high density,1,waiver - small num of spaces,0
4596386,420032538,2015,2,required - high density,1,waiver - small num of spaces,0
4596387,420032547,2016,2,required - high density,1,waiver - small num of spaces,0
4596389,420032556,2016,2,required - high density,1,waiver - small num of spaces,0
4596390,420032565,2016,2,required - high density,1,waiver - small num of spaces,0
4596391,420032574,2016,2,required - high density,1,waiver - small num of spaces,0
4596392,420032583,2014,1,required - high density,1,waiver - small num of spaces,0
4596393,420032592,2016,2,required - high density,1,waiver - small num of spaces,0
4596316,420032609,2013,2,required - high density,1,waiver - small num of spaces,0
4596317,420032618,2013,2,required - high density,1,waiver - small num of spaces,0
4596324,420032627,2015,2,required - high density,1,waiver - small num of spaces,0
4596327,420032636,2015,2,required - high density,1,waiver - small num of spaces,0
4596328,420032645,2015,2,required - high density,1,waiver - small num of spaces,0
4596396,420032654,2017,1,required - high density,1,waiver - small num of spaces,0
4596397,420032663,2016,2,required - high density,1,waiver - small num of spaces,0
4596398,420032672,2016,1,required - high density,1,waiver - small num of spaces,0
4596399,420032681,2015,2,required - high density,1,waiver - small num of spaces,0
4596345,420032690,2015,2,required - high density,1,waiver - small num of spaces,0
4596344,420032707,2018,2,required - high density,1,waiver - small num of spaces,0
4596338,420032725,2015,2,required - high density,1,waiver - small num of spaces,0
4596337,420032734,2015,2,required - high density,1,waiver - small num of spaces,0
4596336,420032743,2015,1,required - high density,1,waiver - small num of spaces,0
4540447,420032752,2011,2,required - high density,1,waiver - small num of spaces,0
4540448,420032761,2011,2,required - high density,1,waiver - small num of spaces,0
4540451,420032770,2011,2,required - high density,1,waiver - small num of spaces,0
4540452,420032789,2011,2,required - high density,1,waiver - small num of spaces,0
4590384,420032798,2011,2,required - high density,1,waiver - small num of spaces,0
4590383,420032805,2011,2,required - high density,1,waiver - small num of spaces,0
4596442,420032814,2014,2,required - high density,1,waiver - small num of spaces,0
4596439,420032823,2014,2,required - high density,1,waiver - small num of spaces,0
4590441,420034000,2011,2,required - high density,1,waiver - small num of spaces,0
4540449,420034019,2011,2,required - high density,1,waiver - small num of spaces,0
4540450,420034028,2011,2,required - high density,1,waiver - small num of spaces,0
4590416,420034037,2011,2,required - high density,1,waiver - small num of spaces,0
4590413,420034046,2011,1,required - high density,1,waiver - small num of spaces,0
4590389,420034055,2011,2,required - high density,1,waiver - small num of spaces,0
4590381,420034064,2012,2,required - high density,1,waiver - small num of spaces,0
4596443,420034073,2015,2,required - high density,1,waiver - small num of spaces,0
4596438,420034082,2014,2,required - high density,1,waiver - small num of spaces,0
4596319,420034091,2013,2,required - high density,1,waiver - small num of spaces,0
4596322,420034108,2013,2,required - high density,1,waiver - small num of spaces,0
4595464,420034117,2012,2,required - high density,1,waiver - small num of spaces,0
4595462,420034126,2012,2,required - high density,1,waiver - small num of spaces,0
4595461,420034135,2012,2,required - high density,1,waiver - small num of spaces,0
4595460,420034144,2012,2,required - high density,1,waiver - small num of spaces,0
4596312,420034153,2015,2,required - high density,1,waiver - small num of spaces,0
4596309,420034162,2015,2,required - high density,1,waiver - small num of spaces,0
4596308,420034171,2015,2,required - high density,1,waiver - small num of spaces,0
4590462,420034180,2011,2,required - high density,1,waiver - small num of spaces,0
4590466,420034199,2011,2,required - high density,1,waiver - small num of spaces,0
4596165,420034206,2015,1,required - high density,1,waiver - small num of spaces,0
4596166,420034215,2016,2,required - high density,1,waiver - small num of spaces,0
4590473,420034224,2011,2,required - high density,1,waiver - small num of spaces,0
4590487,420034233,2011,1,required - high density,1,waiver - small num of spaces,0
4590500,420034242,2012,2,required - high density,1,waiver - small num of spaces,0
4595476,420034251,2013,2,required - high density,1,waiver - small num of spaces,0
4595477,420034260,2013,1,required - high density,1,waiver - small num of spaces,0
4596400,420034279,2015,2,required - high density,1,waiver - small num of spaces,0
4590507,420034288,2012,2,required - high density,1,waiver - small num of spaces,0
4596381,420034297,2014,2,required - high density,1,waiver - small num of spaces,0
4596382,420034304,2015,2,required - high density,1,waiver - small num of spaces,0
